2015-02-11 17:30:39: ----- Tarea 'Sincronizar Proyecto UTP PE': ANÁLISIS comenzado por Analyze And Sync All en ordenador 'VICTOR-VAIO' (GoodSync v 8.9.9.9) -----
2015-02-11 17:30:39: C:\PLC =PropDels=> ~VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo (C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo), CopyCreateTime
2015-02-11 17:30:40: izquierda: Archivos: 7,440 (excluidos 0). Carpetas: 700 (excluidas 1). C: NTFS, Libre: 23.2 GB, Total: 216 GB
2015-02-11 17:30:41: derecha: Archivos: 6,860 (excluidos 7). Carpetas: 700 (excluidas 1). C: NTFS, Libre: 23.2 GB, Total: 216 GB
2015-02-11 17:30:41: Cambios: 730, Conflictos: 0, TiempoCopia: 0, EstadoCopia: 0/0, Errores: 0
2015-02-11 17:30:41: Left to Right: Copy File: 730 
2015-02-11 17:30:41: ----- Análisis Completado. Tiempo 00:00:02, Velocidad: 4,074 archivo/s -----
2015-02-11 17:30:41: ===== Tarea 'Sincronizar Proyecto UTP PE': SINC comenzada por Analyze And Sync All en ordenador 'VICTOR-VAIO' =====
2015-02-11 17:30:41: C:\PLC =PropDels=> ~VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo (C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo), CopyCreateTime
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\fb\7dc09b54bea4f66efea61490eef4a0c6be0bbc' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\fb\7dc09b54bea4f66efea61490eef4a0c6be0bbc'
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\fb\d2a09919eb7c032210de245e7b27cabbf0e0b3' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\fb\d2a09919eb7c032210de245e7b27cabbf0e0b3'
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\fb\de330e06fc24c74c8fd216a6a064eb90357e76' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\fb\de330e06fc24c74c8fd216a6a064eb90357e76'
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\fc\cf6f8a893e5b9468b660dbed8e18a4279829ff' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\fc\cf6f8a893e5b9468b660dbed8e18a4279829ff'
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\fd\23951a8e2d5a87f56780d60dc34b7f633d00fc' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\fd\23951a8e2d5a87f56780d60dc34b7f633d00fc'
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\fe\2a943813d21bf803758c88d071d2934f7a62d0' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\fe\2a943813d21bf803758c88d071d2934f7a62d0'
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\fe\c09d4be4a21501968e8219899c4249c51b849d' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\fe\c09d4be4a21501968e8219899c4249c51b849d'
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\ff\2934fbcc1337fa1e31ea5d0131096965fa32be' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ff\2934fbcc1337fa1e31ea5d0131096965fa32be'
2015-02-11 17:30:45: Copiar Nueva 'C:\PLC\.git\objects\ff\94f299a14d9f9e617d3faed18b714f71bcaf9a' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\objects\ff\94f299a14d9f9e617d3faed18b714f71bcaf9a'
2015-02-11 17:30:45: Copiar Sobre 'C:\PLC\.git\ORIG_HEAD' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\ORIG_HEAD'
2015-02-11 17:30:45: Copiar Sobre 'C:\PLC\.git\refs\heads\master' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\refs\heads\master'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\.git\refs\remotes\origin\master' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\.git\refs\remotes\origin\master'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\ADAlumnoCV.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\ADAlumnoCV.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\ADUTP.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\ADUTP.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\bin\Debug\UTP.PortalEmpleabilidad.Datos.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\bin\Debug\UTP.PortalEmpleabilidad.Datos.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\bin\Debug\UTP.PortalEmpleabilidad.Datos.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\bin\Debug\UTP.PortalEmpleabilidad.Datos.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\bin\Debug\UTP.PortalEmpleabilidad.Modelo.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\bin\Debug\UTP.PortalEmpleabilidad.Modelo.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\bin\Debug\UTP.PortalEmpleabilidad.Modelo.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\bin\Debug\UTP.PortalEmpleabilidad.Modelo.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\obj\Debug\UTP.PortalEmpleabilidad.Datos.csproj.FileListAbsolute.txt' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\obj\Debug\UTP.PortalEmpleabilidad.Datos.csproj.FileListAbsolute.txt'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\obj\Debug\UTP.PortalEmpleabilidad.Datos.csprojResolveAssemblyReference.cache' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\obj\Debug\UTP.PortalEmpleabilidad.Datos.csprojResolveAssemblyReference.cache'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\obj\Debug\UTP.PortalEmpleabilidad.Datos.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\obj\Debug\UTP.PortalEmpleabilidad.Datos.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Datos\obj\Debug\UTP.PortalEmpleabilidad.Datos.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Datos\obj\Debug\UTP.PortalEmpleabilidad.Datos.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Datos.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Datos.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Datos.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Datos.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Logica.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Logica.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Logica.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Logica.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Modelo.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Modelo.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Modelo.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\bin\Debug\UTP.PortalEmpleabilidad.Modelo.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\LNAlumno.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\LNAlumno.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\LNAlumnoCV.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\LNAlumnoCV.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\LNCorreo.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\LNCorreo.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\LNOferta.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\LNOferta.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\LNOfertaEstudio.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\LNOfertaEstudio.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\LNUTP.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\LNUTP.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\obj\Debug\UTP.PortalEmpleabilidad.Logica.csproj.FileListAbsolute.txt' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\obj\Debug\UTP.PortalEmpleabilidad.Logica.csproj.FileListAbsolute.txt'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\obj\Debug\UTP.PortalEmpleabilidad.Logica.csprojResolveAssemblyReference.cache' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\obj\Debug\UTP.PortalEmpleabilidad.Logica.csprojResolveAssemblyReference.cache'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\obj\Debug\UTP.PortalEmpleabilidad.Logica.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\obj\Debug\UTP.PortalEmpleabilidad.Logica.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Logica\obj\Debug\UTP.PortalEmpleabilidad.Logica.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Logica\obj\Debug\UTP.PortalEmpleabilidad.Logica.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\Alumno.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\Alumno.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\AlumnoExperiencia.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\AlumnoExperiencia.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\bin\Debug\UTP.PortalEmpleabilidad.Modelo.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\bin\Debug\UTP.PortalEmpleabilidad.Modelo.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\bin\Debug\UTP.PortalEmpleabilidad.Modelo.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\bin\Debug\UTP.PortalEmpleabilidad.Modelo.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\Convenio.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\Convenio.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\EmpresaUsuario.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\EmpresaUsuario.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\Evento.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\Evento.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\Lista.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\Lista.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\ListaValor.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\ListaValor.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\Mensaje.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\Mensaje.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\obj\Debug\UTP.PortalEmpleabilidad.Modelo.csproj.FileListAbsolute.txt' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\obj\Debug\UTP.PortalEmpleabilidad.Modelo.csproj.FileListAbsolute.txt'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\obj\Debug\UTP.PortalEmpleabilidad.Modelo.csprojResolveAssemblyReference.cache' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\obj\Debug\UTP.PortalEmpleabilidad.Modelo.csprojResolveAssemblyReference.cache'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\obj\Debug\UTP.PortalEmpleabilidad.Modelo.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\obj\Debug\UTP.PortalEmpleabilidad.Modelo.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\obj\Debug\UTP.PortalEmpleabilidad.Modelo.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\obj\Debug\UTP.PortalEmpleabilidad.Modelo.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\Oferta.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\Oferta.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\OfertaEstudio.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\OfertaEstudio.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\UtpAlumnoDetalle.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\UtpAlumnoDetalle.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Modelo\UTPUsuario.cs' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Modelo\UTPUsuario.cs'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Datos.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Datos.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Datos.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Datos.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Logica.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Logica.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Logica.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Logica.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Modelo.dll' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Modelo.dll'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Modelo.pdb' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Modelo.pdb'
2015-02-11 17:30:46: Copiar Sobre 'C:\PLC\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Servicio.exe' -> 'C:\Users\VictorCanal\SkyDrive\Documentos\CriteriaIT\CIT-Operaciones\Proyectos\UTP\Portal de Empleabilidad\03. Construcción\Prototipo\UTPPrototipo\UTP.PortalEmpleabilidad.Servicio\bin\Debug\UTP.PortalEmpleabilidad.Servicio.exe'
